# matchedfilter ACCURACY table -- false dismissal, measured
#
# commit  bb35f23
# trials  24000 injected per cell
#
# A property of the ALGORITHM, not of any machine.
#
# KEY: n, taps, snr, in-band fraction f, effective bandwidth B_eff, coarse
# margin. BAND IS NOT IN THE KEY. Measured at n=8192, f=0.99, B_eff=16, the
# dismissal across bands 256, 512, 1024 and 2048 is 1.64, 1.88, 1.77 and
# 1.75e-2 -- a 1.14x spread inside the error bars, across band/B_eff from 16
# to 128. A candidate band enters only through the (f, B_eff) at its own
# edge, which selection computes from the reference.
#
# B_eff is sampled ABSOLUTELY, not as a fraction of the band. The previous
# grid did the latter, which tied it to the variable that does not matter
# and left a floor near band/10 -- so it never reached the values real
# references have. The FIR-search reference sits at B_eff 1.1 at every band.
#
# The margin dominates: 90x across 0.97 to 1.00, against 1.6x for 16x of n
# and 1.14x across every band. It gets the finest ladder.
#
# Rates below about 3/trials are not resolved and read as 0.0; that is a
# resolution floor, not a demonstration of safety.
#
# ACC2 n K snr f beff margin dismissal
# n=4096's ACC2 rows were re-measured with the oversample REMOVED.
# Every OTHER length still carries rows measured with the odd coarse
# half present, so they describe an algorithm this code no longer
# runs and must be regenerated before they can be trusted.

# LEGACY rows on the OLD key, for lengths the re-keyed grid
# does not cover yet.
# ACC n band U K snr f beff coarse_margin dismissal
ACC2 1024 4 5.50 0.9500 64.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9500 64.00 0.930 7.3121e-05
ACC2 1024 4 5.50 0.9500 64.00 0.960 1.4624e-04
ACC2 1024 4 5.50 0.9500 64.00 0.980 3.6560e-04
ACC2 1024 4 5.50 0.9500 64.00 1.000 8.0433e-04
ACC2 1024 4 5.50 0.9500 128.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9500 128.00 0.930 7.5347e-05
ACC2 1024 4 5.50 0.9500 128.00 0.960 2.2604e-04
ACC2 1024 4 5.50 0.9500 128.00 0.980 4.5208e-04
ACC2 1024 4 5.50 0.9500 128.00 1.000 9.7951e-04
ACC2 1024 4 5.50 0.9800 2.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9800 2.00 0.930 0.0000e+00
ACC2 1024 4 5.50 0.9800 2.00 0.960 0.0000e+00
ACC2 1024 4 5.50 0.9800 2.00 0.980 1.8968e-04
ACC2 1024 4 5.50 0.9800 2.00 1.000 2.6555e-03
ACC2 1024 4 5.50 0.9800 4.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9800 4.00 0.930 0.0000e+00
ACC2 1024 4 5.50 0.9800 4.00 0.960 0.0000e+00
ACC2 1024 4 5.50 0.9800 4.00 0.980 1.2924e-04
ACC2 1024 4 5.50 0.9800 4.00 1.000 1.4863e-03
ACC2 1024 4 5.50 0.9800 8.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9800 8.00 0.930 0.0000e+00
ACC2 1024 4 5.50 0.9800 8.00 0.960 0.0000e+00
ACC2 1024 4 5.50 0.9800 8.00 0.980 0.0000e+00
ACC2 1024 4 5.50 0.9800 8.00 1.000 1.1255e-03
ACC2 1024 4 5.50 0.9800 16.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9800 16.00 0.930 0.0000e+00
ACC2 1024 4 5.50 0.9800 16.00 0.960 0.0000e+00
ACC2 1024 4 5.50 0.9800 16.00 0.980 2.7185e-04
ACC2 1024 4 5.50 0.9800 16.00 1.000 1.5631e-03
ACC2 1024 4 5.50 0.9800 32.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9800 32.00 0.930 0.0000e+00
ACC2 1024 4 5.50 0.9800 32.00 0.960 0.0000e+00
ACC2 1024 4 5.50 0.9800 32.00 0.980 6.9842e-05
ACC2 1024 4 5.50 0.9800 32.00 1.000 3.4921e-04
ACC2 1024 4 5.50 0.9800 64.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9800 64.00 0.930 0.0000e+00
ACC2 1024 4 5.50 0.9800 64.00 0.960 0.0000e+00
ACC2 1024 4 5.50 0.9800 64.00 0.980 2.1698e-04
ACC2 1024 4 5.50 0.9800 64.00 1.000 1.0126e-03
ACC2 1024 4 5.50 0.9800 128.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9800 128.00 0.930 7.4627e-05
ACC2 1024 4 5.50 0.9800 128.00 0.960 1.4925e-04
ACC2 1024 4 5.50 0.9800 128.00 0.980 3.7313e-04
ACC2 1024 4 5.50 0.9800 128.00 1.000 7.4627e-04
ACC2 1024 4 5.50 0.9950 2.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9950 2.00 0.930 0.0000e+00
ACC2 1024 4 5.50 0.9950 2.00 0.960 0.0000e+00
ACC2 1024 4 5.50 0.9950 2.00 0.980 6.6529e-05
ACC2 1024 4 5.50 0.9950 2.00 1.000 7.7839e-03
ACC2 1024 4 5.50 0.9950 4.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9950 4.00 0.930 0.0000e+00
ACC2 1024 4 5.50 0.9950 4.00 0.960 0.0000e+00
ACC2 1024 4 5.50 0.9950 4.00 0.980 0.0000e+00
ACC2 1024 4 5.50 0.9950 4.00 1.000 3.5083e-03
ACC2 1024 4 5.50 0.9950 8.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9950 8.00 0.930 0.0000e+00
ACC2 1024 4 5.50 0.9950 8.00 0.960 0.0000e+00
ACC2 1024 4 5.50 0.9950 8.00 0.980 0.0000e+00
ACC2 1024 4 5.50 0.9950 8.00 1.000 2.7343e-03
ACC2 1024 4 5.50 0.9950 16.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9950 16.00 0.930 0.0000e+00
ACC2 1024 4 5.50 0.9950 16.00 0.960 0.0000e+00
ACC2 1024 4 5.50 0.9950 16.00 0.980 0.0000e+00
ACC2 1024 4 5.50 0.9950 16.00 1.000 0.0000e+00
ACC2 1024 4 5.50 0.9950 32.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9950 32.00 0.930 0.0000e+00
ACC2 1024 4 5.50 0.9950 32.00 0.960 0.0000e+00
ACC2 1024 4 5.50 0.9950 32.00 0.980 0.0000e+00
ACC2 1024 4 5.50 0.9950 32.00 1.000 7.0761e-05
ACC2 1024 4 5.50 0.9950 64.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9950 64.00 0.930 0.0000e+00
ACC2 1024 4 5.50 0.9950 64.00 0.960 0.0000e+00
ACC2 1024 4 5.50 0.9950 64.00 0.980 7.2506e-05
ACC2 1024 4 5.50 0.9950 64.00 1.000 7.9756e-04
ACC2 1024 4 5.50 0.9950 128.00 0.900 0.0000e+00
ACC2 1024 4 5.50 0.9950 128.00 0.930 7.4355e-05
ACC2 1024 4 5.50 0.9950 128.00 0.960 1.4871e-04
ACC2 1024 4 5.50 0.9950 128.00 0.980 3.7177e-04
ACC2 1024 4 5.50 0.9950 128.00 1.000 6.6919e-04
ACC2 1024 4 6.00 0.8000 2.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.8000 2.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.8000 2.00 0.960 6.7376e-05
ACC2 1024 4 6.00 0.8000 2.00 0.980 1.3475e-04
ACC2 1024 4 6.00 0.8000 2.00 1.000 3.3688e-04
ACC2 1024 4 6.00 0.8000 4.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.8000 4.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.8000 4.00 0.960 6.9876e-05
ACC2 1024 4 6.00 0.8000 4.00 0.980 6.9876e-05
ACC2 1024 4 6.00 0.8000 4.00 1.000 3.4938e-04
ACC2 1024 4 6.00 0.8000 8.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.8000 8.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.8000 8.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.8000 8.00 0.980 1.4443e-04
ACC2 1024 4 6.00 0.8000 8.00 1.000 2.1664e-04
ACC2 1024 4 6.00 0.8000 16.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.8000 16.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.8000 16.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.8000 16.00 0.980 1.4890e-04
ACC2 1024 4 6.00 0.8000 16.00 1.000 2.9780e-04
ACC2 1024 4 6.00 0.8000 32.00 0.900 7.6441e-05
ACC2 1024 4 6.00 0.8000 32.00 0.930 1.5288e-04
ACC2 1024 4 6.00 0.8000 32.00 0.960 3.0576e-04
ACC2 1024 4 6.00 0.8000 32.00 0.980 4.5865e-04
ACC2 1024 4 6.00 0.8000 32.00 1.000 8.4085e-04
ACC2 1024 4 6.00 0.8000 64.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.8000 64.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.8000 64.00 0.960 7.7610e-05
ACC2 1024 4 6.00 0.8000 64.00 0.980 1.5522e-04
ACC2 1024 4 6.00 0.8000 64.00 1.000 6.9849e-04
ACC2 1024 4 6.00 0.8000 128.00 0.900 1.5657e-04
ACC2 1024 4 6.00 0.8000 128.00 0.930 1.5657e-04
ACC2 1024 4 6.00 0.8000 128.00 0.960 3.1314e-04
ACC2 1024 4 6.00 0.8000 128.00 0.980 1.0177e-03
ACC2 1024 4 6.00 0.8000 128.00 1.000 1.4091e-03
ACC2 1024 4 6.00 0.9000 2.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9000 2.00 0.930 6.3492e-05
ACC2 1024 4 6.00 0.9000 2.00 0.960 1.9048e-04
ACC2 1024 4 6.00 0.9000 2.00 0.980 5.7143e-04
ACC2 1024 4 6.00 0.9000 2.00 1.000 1.5873e-03
ACC2 1024 4 6.00 0.9000 4.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9000 4.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9000 4.00 0.960 1.3204e-04
ACC2 1024 4 6.00 0.9000 4.00 0.980 5.9418e-04
ACC2 1024 4 6.00 0.9000 4.00 1.000 1.7825e-03
ACC2 1024 4 6.00 0.9000 8.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9000 8.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9000 8.00 0.960 2.0467e-04
ACC2 1024 4 6.00 0.9000 8.00 0.980 2.7289e-04
ACC2 1024 4 6.00 0.9000 8.00 1.000 1.3644e-03
ACC2 1024 4 6.00 0.9000 16.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9000 16.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9000 16.00 0.960 2.1313e-04
ACC2 1024 4 6.00 0.9000 16.00 0.980 5.6834e-04
ACC2 1024 4 6.00 0.9000 16.00 1.000 1.4919e-03
ACC2 1024 4 6.00 0.9000 32.00 0.900 7.3801e-05
ACC2 1024 4 6.00 0.9000 32.00 0.930 7.3801e-05
ACC2 1024 4 6.00 0.9000 32.00 0.960 4.4280e-04
ACC2 1024 4 6.00 0.9000 32.00 0.980 7.3801e-04
ACC2 1024 4 6.00 0.9000 32.00 1.000 2.1402e-03
ACC2 1024 4 6.00 0.9000 64.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9000 64.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9000 64.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9000 64.00 0.980 2.2822e-04
ACC2 1024 4 6.00 0.9000 64.00 1.000 7.6075e-04
ACC2 1024 4 6.00 0.9000 128.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9000 128.00 0.930 1.5541e-04
ACC2 1024 4 6.00 0.9000 128.00 0.960 4.6624e-04
ACC2 1024 4 6.00 0.9000 128.00 0.980 7.7706e-04
ACC2 1024 4 6.00 0.9000 128.00 1.000 1.4764e-03
ACC2 1024 4 6.00 0.9500 2.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9500 2.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9500 2.00 0.960 6.2881e-05
ACC2 1024 4 6.00 0.9500 2.00 0.980 1.8864e-04
ACC2 1024 4 6.00 0.9500 2.00 1.000 2.3895e-03
ACC2 1024 4 6.00 0.9500 4.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9500 4.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9500 4.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9500 4.00 0.980 1.2977e-04
ACC2 1024 4 6.00 0.9500 4.00 1.000 9.0838e-04
ACC2 1024 4 6.00 0.9500 8.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9500 8.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9500 8.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9500 8.00 0.980 2.6865e-04
ACC2 1024 4 6.00 0.9500 8.00 1.000 1.6791e-03
ACC2 1024 4 6.00 0.9500 16.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9500 16.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9500 16.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9500 16.00 0.980 2.0832e-04
ACC2 1024 4 6.00 0.9500 16.00 1.000 9.7215e-04
ACC2 1024 4 6.00 0.9500 32.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9500 32.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9500 32.00 0.960 7.2124e-05
ACC2 1024 4 6.00 0.9500 32.00 0.980 5.0487e-04
ACC2 1024 4 6.00 0.9500 32.00 1.000 1.1540e-03
ACC2 1024 4 6.00 0.9500 64.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9500 64.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9500 64.00 0.960 1.4938e-04
ACC2 1024 4 6.00 0.9500 64.00 0.980 2.9875e-04
ACC2 1024 4 6.00 0.9500 64.00 1.000 7.4688e-04
ACC2 1024 4 6.00 0.9500 128.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9500 128.00 0.930 7.6622e-05
ACC2 1024 4 6.00 0.9500 128.00 0.960 1.5324e-04
ACC2 1024 4 6.00 0.9500 128.00 0.980 5.3636e-04
ACC2 1024 4 6.00 0.9500 128.00 1.000 1.0727e-03
ACC2 1024 4 6.00 0.9800 2.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9800 2.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9800 2.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9800 2.00 0.980 1.9303e-04
ACC2 1024 4 6.00 0.9800 2.00 1.000 1.8659e-03
ACC2 1024 4 6.00 0.9800 4.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9800 4.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9800 4.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9800 4.00 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9800 4.00 1.000 1.4477e-03
ACC2 1024 4 6.00 0.9800 8.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9800 8.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9800 8.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9800 8.00 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9800 8.00 1.000 6.7440e-04
ACC2 1024 4 6.00 0.9800 16.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9800 16.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9800 16.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9800 16.00 0.980 1.3859e-04
ACC2 1024 4 6.00 0.9800 16.00 1.000 1.0394e-03
ACC2 1024 4 6.00 0.9800 32.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9800 32.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9800 32.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9800 32.00 0.980 7.1296e-05
ACC2 1024 4 6.00 0.9800 32.00 1.000 4.9907e-04
ACC2 1024 4 6.00 0.9800 64.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9800 64.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9800 64.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9800 64.00 0.980 7.3730e-05
ACC2 1024 4 6.00 0.9800 64.00 1.000 8.1103e-04
ACC2 1024 4 6.00 0.9800 128.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9800 128.00 0.930 7.5884e-05
ACC2 1024 4 6.00 0.9800 128.00 0.960 1.5177e-04
ACC2 1024 4 6.00 0.9800 128.00 0.980 6.0707e-04
ACC2 1024 4 6.00 0.9800 128.00 1.000 9.1061e-04
ACC2 1024 4 6.00 0.9950 2.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9950 2.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9950 2.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9950 2.00 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9950 2.00 1.000 6.8840e-03
ACC2 1024 4 6.00 0.9950 4.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9950 4.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9950 4.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9950 4.00 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9950 4.00 1.000 3.0073e-03
ACC2 1024 4 6.00 0.9950 8.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9950 8.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9950 8.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9950 8.00 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9950 8.00 1.000 2.2211e-03
ACC2 1024 4 6.00 0.9950 16.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9950 16.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9950 16.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9950 16.00 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9950 16.00 1.000 0.0000e+00
ACC2 1024 4 6.00 0.9950 32.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9950 32.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9950 32.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9950 32.00 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9950 32.00 1.000 7.1891e-05
ACC2 1024 4 6.00 0.9950 64.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9950 64.00 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9950 64.00 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9950 64.00 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9950 64.00 1.000 9.5849e-04
ACC2 1024 4 6.00 0.9950 128.00 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9950 128.00 0.930 7.5506e-05
ACC2 1024 4 6.00 0.9950 128.00 0.960 1.5101e-04
ACC2 1024 4 6.00 0.9950 128.00 0.980 5.2854e-04
ACC2 1024 4 6.00 0.9950 128.00 1.000 9.0607e-04
ACC2 1024 4 6.50 0.8000 2.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.8000 2.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.8000 2.00 0.960 7.0259e-05
ACC2 1024 4 6.50 0.8000 2.00 0.980 1.4052e-04
ACC2 1024 4 6.50 0.8000 2.00 1.000 4.9181e-04
ACC2 1024 4 6.50 0.8000 4.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.8000 4.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.8000 4.00 0.960 7.2432e-05
ACC2 1024 4 6.50 0.8000 4.00 0.980 7.2432e-05
ACC2 1024 4 6.50 0.8000 4.00 1.000 3.6216e-04
ACC2 1024 4 6.50 0.8000 8.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.8000 8.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.8000 8.00 0.960 0.0000e+00
ACC2 1024 4 6.50 0.8000 8.00 0.980 1.4895e-04
ACC2 1024 4 6.50 0.8000 8.00 1.000 2.2343e-04
ACC2 1024 4 6.50 0.8000 16.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.8000 16.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.8000 16.00 0.960 0.0000e+00
ACC2 1024 4 6.50 0.8000 16.00 0.980 1.5222e-04
ACC2 1024 4 6.50 0.8000 16.00 1.000 5.3277e-04
ACC2 1024 4 6.50 0.8000 32.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.8000 32.00 0.930 7.7785e-05
ACC2 1024 4 6.50 0.8000 32.00 0.960 1.5557e-04
ACC2 1024 4 6.50 0.8000 32.00 0.980 5.4449e-04
ACC2 1024 4 6.50 0.8000 32.00 1.000 9.3342e-04
ACC2 1024 4 6.50 0.8000 64.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.8000 64.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.8000 64.00 0.960 0.0000e+00
ACC2 1024 4 6.50 0.8000 64.00 0.980 7.8548e-05
ACC2 1024 4 6.50 0.8000 64.00 1.000 4.7129e-04
ACC2 1024 4 6.50 0.8000 128.00 0.900 1.5754e-04
ACC2 1024 4 6.50 0.8000 128.00 0.930 1.5754e-04
ACC2 1024 4 6.50 0.8000 128.00 0.960 4.7263e-04
ACC2 1024 4 6.50 0.8000 128.00 0.980 7.8771e-04
ACC2 1024 4 6.50 0.8000 128.00 1.000 1.4179e-03
ACC2 1024 4 6.50 0.9000 2.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9000 2.00 0.930 6.5630e-05
ACC2 1024 4 6.50 0.9000 2.00 0.960 1.9689e-04
ACC2 1024 4 6.50 0.9000 2.00 0.980 3.2815e-04
ACC2 1024 4 6.50 0.9000 2.00 1.000 1.3126e-03
ACC2 1024 4 6.50 0.9000 4.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9000 4.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9000 4.00 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9000 4.00 0.980 3.4104e-04
ACC2 1024 4 6.50 0.9000 4.00 1.000 1.2277e-03
ACC2 1024 4 6.50 0.9000 8.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9000 8.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9000 8.00 0.960 7.0279e-05
ACC2 1024 4 6.50 0.9000 8.00 0.980 1.4056e-04
ACC2 1024 4 6.50 0.9000 8.00 1.000 1.0542e-03
ACC2 1024 4 6.50 0.9000 16.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9000 16.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9000 16.00 0.960 2.1882e-04
ACC2 1024 4 6.50 0.9000 16.00 0.980 3.6470e-04
ACC2 1024 4 6.50 0.9000 16.00 1.000 1.4588e-03
ACC2 1024 4 6.50 0.9000 32.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9000 32.00 0.930 7.5432e-05
ACC2 1024 4 6.50 0.9000 32.00 0.960 3.7716e-04
ACC2 1024 4 6.50 0.9000 32.00 0.980 6.7889e-04
ACC2 1024 4 6.50 0.9000 32.00 1.000 2.2630e-03
ACC2 1024 4 6.50 0.9000 64.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9000 64.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9000 64.00 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9000 64.00 0.980 2.3196e-04
ACC2 1024 4 6.50 0.9000 64.00 1.000 7.7322e-04
ACC2 1024 4 6.50 0.9000 128.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9000 128.00 0.930 7.8499e-05
ACC2 1024 4 6.50 0.9000 128.00 0.960 3.9250e-04
ACC2 1024 4 6.50 0.9000 128.00 0.980 6.2799e-04
ACC2 1024 4 6.50 0.9000 128.00 1.000 1.5700e-03
ACC2 1024 4 6.50 0.9500 2.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9500 2.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9500 2.00 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9500 2.00 0.980 2.5745e-04
ACC2 1024 4 6.50 0.9500 2.00 1.000 1.4803e-03
ACC2 1024 4 6.50 0.9500 4.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9500 4.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9500 4.00 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9500 4.00 0.980 1.9923e-04
ACC2 1024 4 6.50 0.9500 4.00 1.000 9.2974e-04
ACC2 1024 4 6.50 0.9500 8.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9500 8.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9500 8.00 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9500 8.00 0.980 2.7448e-04
ACC2 1024 4 6.50 0.9500 8.00 1.000 1.3724e-03
ACC2 1024 4 6.50 0.9500 16.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9500 16.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9500 16.00 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9500 16.00 0.980 7.0917e-05
ACC2 1024 4 6.50 0.9500 16.00 1.000 9.9284e-04
ACC2 1024 4 6.50 0.9500 32.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9500 32.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9500 32.00 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9500 32.00 0.980 4.4111e-04
ACC2 1024 4 6.50 0.9500 32.00 1.000 1.0293e-03
ACC2 1024 4 6.50 0.9500 64.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9500 64.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9500 64.00 0.960 1.5199e-04
ACC2 1024 4 6.50 0.9500 64.00 0.980 3.0397e-04
ACC2 1024 4 6.50 0.9500 64.00 1.000 6.8394e-04
ACC2 1024 4 6.50 0.9500 128.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9500 128.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9500 128.00 0.960 1.5516e-04
ACC2 1024 4 6.50 0.9500 128.00 0.980 4.6548e-04
ACC2 1024 4 6.50 0.9500 128.00 1.000 1.1637e-03
ACC2 1024 4 6.50 0.9800 2.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9800 2.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9800 2.00 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9800 2.00 0.980 1.9585e-04
ACC2 1024 4 6.50 0.9800 2.00 1.000 4.4392e-03
ACC2 1024 4 6.50 0.9800 4.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9800 4.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9800 4.00 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9800 4.00 0.980 1.3379e-04
ACC2 1024 4 6.50 0.9800 4.00 1.000 3.4785e-03
ACC2 1024 4 6.50 0.9800 8.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9800 8.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9800 8.00 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9800 8.00 0.980 1.3762e-04
ACC2 1024 4 6.50 0.9800 8.00 1.000 1.9266e-03
ACC2 1024 4 6.50 0.9800 16.00 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9800 16.00 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9800 16.00 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9800 16.00 0.980 7.0383e-05
ACC2 1024 4 6.50 0.9800 16.00 1.000 1.9707e-03
ACC2 1024 4 6.50 0.9800 32.00 0.900 0.0000e+00
