# matchedfilter COST table -- RELATIVE cost per configuration, measured
#
# cpu     AMD RYZEN AI MAX+ 395 w/ Radeon 8060S
# commit  398fa6f
#
# Cost RELATIVE to a pivot configuration at the same transform length, not
# microseconds. Absolute time is a property of machine, load and reference
# together; the ratio is a property of the configuration, which is the only
# thing selection needs.
#
# Measured by holding ONE reference fixed and timing every configuration on
# it, cycling rather than running each to completion, and dividing by a pivot
# measured in the same loop. Clock and turbo state, contention, cache
# temperature and the machine cancel in the ratio -- which is also what makes
# it safe to measure these in parallel on every core.
#
# Ranks configurations; do not read them as predictions of runtime.
#
# Regenerate for your own CPU:
#   python tools/hmf_tune.py --retune-cost --out mycost.txt
#   export MF_COST=$PWD/mycost.txt
#
# Baseline measurements retained during gate-model migration; see docs/gate-model.md.
# COST n band U K snr f beff relative_cost
COST 2048 1024 2 8 5.75 1.0000 100.6 1.0000
COST 2048 1024 2 8 5.75 1.0000 114.1 1.0000
COST 2048 1024 2 8 5.75 1.0000 141.8 1.0000
COST 2048 1024 2 8 5.75 1.0000 227.4 1.0000
COST 2048 1024 2 8 5.75 1.0000 280.5 1.0000
COST 2048 1024 2 8 5.75 1.0000 410.5 1.0000
COST 2048 1024 2 8 6.00 1.0000 28.4 1.0000
COST 2048 1024 2 8 6.00 1.0000 35.4 1.0000
COST 2048 1024 2 8 6.00 1.0000 56.0 1.0000
COST 2048 1024 2 8 6.00 1.0000 69.8 1.0000
COST 2048 1024 2 8 6.00 1.0000 100.6 1.0000
COST 2048 1024 2 8 6.00 1.0000 114.1 1.0000
COST 2048 1024 2 8 6.00 1.0000 141.8 1.0000
COST 2048 1024 2 8 6.00 1.0000 227.4 1.0000
COST 2048 1024 2 8 6.00 1.0000 280.5 1.0000
COST 2048 1024 2 8 6.00 1.0000 410.5 1.0000
COST 2048 1024 2 8 6.50 1.0000 28.4 1.0000
COST 2048 1024 2 8 6.50 1.0000 35.4 1.0000
COST 2048 1024 2 8 6.50 1.0000 56.0 1.0000
COST 2048 1024 2 8 6.50 1.0000 69.8 1.0000
COST 2048 1024 2 8 6.50 1.0000 100.6 1.0000
COST 2048 1024 2 8 6.50 1.0000 114.1 1.0000
COST 2048 1024 2 8 6.50 1.0000 141.8 1.0000
COST 2048 1024 2 8 6.50 1.0000 227.4 1.0000
COST 2048 1024 2 8 6.50 1.0000 280.5 1.0000
COST 2048 1024 2 8 6.50 1.0000 410.5 1.0000
COST 4096 256 2 4 5.00 0.4630 248.2 1.0604
COST 4096 256 2 4 5.00 0.6060 228.0 0.8227
COST 4096 256 2 4 5.00 0.6770 228.0 1.7104
COST 4096 256 2 4 5.00 0.7830 175.6 1.8583
COST 4096 256 2 4 5.00 0.8450 99.4 1.0587
COST 4096 256 2 4 5.00 0.8500 25.6 0.7114
COST 4096 256 2 4 5.00 0.8500 50.6 0.8652
COST 4096 256 2 4 5.00 0.8500 103.0 2.0335
COST 4096 256 2 4 5.00 0.8750 175.6 3.2755
COST 4096 256 2 4 5.00 0.9140 175.6 3.6128
COST 4096 256 2 4 5.00 0.9440 99.4 1.0119
COST 4096 256 2 4 5.00 0.9500 25.6 0.2917
COST 4096 256 2 4 5.00 0.9500 50.6 0.4381
COST 4096 256 2 4 5.00 0.9500 103.0 1.1599
COST 4096 256 2 4 5.50 0.4630 248.2 1.7692
COST 4096 256 2 4 5.50 0.6060 228.0 1.2979
COST 4096 256 2 4 5.50 0.6770 228.0 2.8913
COST 4096 256 2 4 5.50 0.7830 175.6 2.5919
COST 4096 256 2 4 5.50 0.8450 99.4 0.9819
COST 4096 256 2 4 5.50 0.8500 25.6 0.3899
COST 4096 256 2 4 5.50 0.8500 50.6 0.5229
COST 4096 256 2 4 5.50 0.8500 103.0 1.3959
COST 4096 256 2 4 5.50 0.8750 175.6 2.7384
COST 4096 256 2 4 5.50 0.9140 175.6 2.0686
COST 4096 256 2 4 5.50 0.9440 99.4 0.5812
COST 4096 256 2 4 5.50 0.9500 25.6 0.2858
COST 4096 256 2 4 5.50 0.9500 50.6 0.3208
COST 4096 256 2 4 5.50 0.9500 103.0 0.5640
COST 4096 256 2 4 6.00 0.4630 248.2 2.2895
COST 4096 256 2 4 6.00 0.6060 228.0 2.1040
COST 4096 256 2 4 6.00 0.6770 228.0 3.7398
COST 4096 256 2 4 6.00 0.7830 175.6 2.6065
COST 4096 256 2 4 6.00 0.8450 99.4 0.6329
COST 4096 256 2 4 6.00 0.8500 25.6 0.3134
COST 4096 256 2 4 6.00 0.8500 50.6 0.3384
COST 4096 256 2 4 6.00 0.8500 103.0 0.7127
COST 4096 256 2 4 6.00 0.8750 175.6 1.3521
COST 4096 256 2 4 6.00 0.9140 175.6 0.9704
COST 4096 256 2 4 6.00 0.9440 99.4 0.3186
COST 4096 256 2 4 6.00 0.9500 25.6 0.2719
COST 4096 256 2 4 6.00 0.9500 50.6 0.2851
COST 4096 256 2 4 6.00 0.9500 103.0 0.3349
COST 4096 256 2 8 5.00 0.4630 248.2 1.0572
COST 4096 256 2 8 5.00 0.6060 228.0 0.8193
COST 4096 256 2 8 5.00 0.6770 228.0 1.6762
COST 4096 256 2 8 5.00 0.7830 175.6 1.5738
COST 4096 256 2 8 5.00 0.8450 99.4 0.6161
COST 4096 256 2 8 5.00 0.8500 25.6 0.6606
COST 4096 256 2 8 5.00 0.8500 50.6 0.6900
COST 4096 256 2 8 5.00 0.8500 103.0 1.1189
COST 4096 256 2 8 5.00 0.8750 175.6 1.2980
COST 4096 256 2 8 5.00 0.9140 175.6 0.9902
COST 4096 256 2 8 5.00 0.9440 99.4 0.4380
COST 4096 256 2 8 5.00 0.9500 25.6 0.2875
COST 4096 256 2 8 5.00 0.9500 50.6 0.3246
COST 4096 256 2 8 5.00 0.9500 103.0 0.4749
COST 4096 256 2 8 5.50 0.4630 248.2 1.7767
COST 4096 256 2 8 5.50 0.6060 228.0 1.2932
COST 4096 256 2 8 5.50 0.6770 228.0 2.8158
COST 4096 256 2 8 5.50 0.7830 175.6 1.2505
COST 4096 256 2 8 5.50 0.8450 99.4 0.4840
COST 4096 256 2 8 5.50 0.8500 25.6 0.3747
COST 4096 256 2 8 5.50 0.8500 50.6 0.4348
COST 4096 256 2 8 5.50 0.8500 103.0 0.6405
COST 4096 256 2 8 5.50 0.8750 175.6 0.7104
COST 4096 256 2 8 5.50 0.9140 175.6 0.6250
COST 4096 256 2 8 5.50 0.9440 99.4 0.3194
COST 4096 256 2 8 5.50 0.9500 25.6 0.2863
COST 4096 256 2 8 5.50 0.9500 50.6 0.3119
COST 4096 256 2 8 5.50 0.9500 103.0 0.3186
COST 4096 256 2 8 6.00 0.4630 248.2 2.3267
COST 4096 256 2 8 6.00 0.6060 228.0 2.1044
COST 4096 256 2 8 6.00 0.6770 228.0 2.5890
COST 4096 256 2 8 6.00 0.7830 175.6 0.7936
COST 4096 256 2 8 6.00 0.8450 99.4 0.3423
COST 4096 256 2 8 6.00 0.8500 25.6 0.3366
COST 4096 256 2 8 6.00 0.8500 50.6 0.3096
COST 4096 256 2 8 6.00 0.8500 103.0 0.3825
COST 4096 256 2 8 6.00 0.8750 175.6 0.5037
COST 4096 256 2 8 6.00 0.9140 175.6 0.4475
COST 4096 256 2 8 6.00 0.9440 99.4 0.2899
COST 4096 256 2 8 6.00 0.9500 25.6 0.2785
COST 4096 256 2 8 6.00 0.9500 50.6 0.2861
COST 4096 256 2 8 6.00 0.9500 103.0 0.3006
COST 4096 512 2 4 5.00 0.7130 455.9 1.1560
COST 4096 512 2 4 5.00 0.7830 350.9 0.9072
COST 4096 512 2 4 5.00 0.8500 50.6 0.9273
COST 4096 512 2 4 5.00 0.8500 100.6 0.8764
COST 4096 512 2 4 5.00 0.8500 205.5 1.9196
COST 4096 512 2 4 5.00 0.8750 350.9 1.8545
COST 4096 512 2 4 5.00 0.9220 30.1 1.4602
COST 4096 512 2 4 5.00 0.9220 120.8 1.9596
COST 4096 512 2 4 5.00 0.9500 50.6 0.5727
COST 4096 512 2 4 5.00 0.9500 100.6 0.7525
COST 4096 512 2 4 5.00 0.9500 205.5 1.9978
COST 4096 512 2 4 5.00 0.9740 26.9 0.6031
COST 4096 512 2 4 5.00 0.9740 108.2 0.8947
COST 4096 512 2 4 5.00 0.9930 205.5 1.6069
COST 4096 512 2 4 5.50 0.7130 455.9 1.9528
COST 4096 512 2 4 5.50 0.7830 350.9 1.4469
COST 4096 512 2 4 5.50 0.8500 50.6 0.6632
COST 4096 512 2 4 5.50 0.8500 100.6 0.7270
COST 4096 512 2 4 5.50 0.8500 205.5 1.8831
COST 4096 512 2 4 5.50 0.8750 350.9 2.8668
COST 4096 512 2 4 5.50 0.9220 30.1 0.9363
COST 4096 512 2 4 5.50 0.9220 120.8 1.3424
COST 4096 512 2 4 5.50 0.9500 50.6 0.5471
COST 4096 512 2 4 5.50 0.9500 100.6 0.5808
COST 4096 512 2 4 5.50 0.9500 205.5 1.2086
COST 4096 512 2 4 5.50 0.9740 26.9 0.5462
COST 4096 512 2 4 5.50 0.9740 108.2 0.5921
COST 4096 512 2 4 5.50 0.9930 205.5 0.9064
COST 4096 512 2 4 6.00 0.7130 455.9 2.5131
COST 4096 512 2 4 6.00 0.7830 350.9 2.1985
COST 4096 512 2 4 6.00 0.8500 50.6 0.5464
COST 4096 512 2 4 6.00 0.8500 100.6 0.6265
COST 4096 512 2 4 6.00 0.8500 205.5 1.2736
COST 4096 512 2 4 6.00 0.8750 350.9 2.3011
COST 4096 512 2 4 6.00 0.9220 30.1 0.6190
COST 4096 512 2 4 6.00 0.9220 120.8 0.8934
COST 4096 512 2 4 6.00 0.9500 50.6 0.5502
COST 4096 512 2 4 6.00 0.9500 100.6 0.5247
COST 4096 512 2 4 6.00 0.9500 205.5 0.7412
COST 4096 512 2 4 6.00 0.9740 26.9 0.5246
COST 4096 512 2 4 6.00 0.9740 108.2 0.5446
COST 4096 512 2 4 6.00 0.9930 205.5 0.6229
COST 4096 512 2 8 5.00 0.7130 455.9 1.1815
COST 4096 512 2 8 5.00 0.7830 350.9 0.9028
COST 4096 512 2 8 5.00 0.8500 50.6 0.8959
COST 4096 512 2 8 5.00 0.8500 100.6 0.7292
COST 4096 512 2 8 5.00 0.8500 205.5 1.3738
COST 4096 512 2 8 5.00 0.8750 350.9 1.2579
COST 4096 512 2 8 5.00 0.9220 30.1 0.7129
COST 4096 512 2 8 5.00 0.9220 120.8 0.9077
COST 4096 512 2 8 5.00 0.9500 50.6 0.5501
COST 4096 512 2 8 5.00 0.9500 100.6 0.6136
COST 4096 512 2 8 5.00 0.9500 205.5 0.8899
COST 4096 512 2 8 5.00 0.9740 26.9 0.5061
COST 4096 512 2 8 5.00 0.9740 108.2 0.5942
COST 4096 512 2 8 5.00 0.9930 205.5 0.6507
COST 4096 512 2 8 5.50 0.7130 455.9 1.9303
COST 4096 512 2 8 5.50 0.7830 350.9 1.0933
COST 4096 512 2 8 5.50 0.8500 50.6 0.6732
COST 4096 512 2 8 5.50 0.8500 100.6 0.6298
COST 4096 512 2 8 5.50 0.8500 205.5 0.9431
COST 4096 512 2 8 5.50 0.8750 350.9 1.0312
COST 4096 512 2 8 5.50 0.9220 30.1 0.5577
COST 4096 512 2 8 5.50 0.9220 120.8 0.6962
COST 4096 512 2 8 5.50 0.9500 50.6 0.5361
COST 4096 512 2 8 5.50 0.9500 100.6 0.5206
COST 4096 512 2 8 5.50 0.9500 205.5 0.6991
COST 4096 512 2 8 5.50 0.9740 26.9 0.5148
COST 4096 512 2 8 5.50 0.9740 108.2 0.5187
COST 4096 512 2 8 5.50 0.9930 205.5 0.5545
COST 4096 512 2 8 6.00 0.7130 455.9 1.9941
COST 4096 512 2 8 6.00 0.7830 350.9 0.9804
COST 4096 512 2 8 6.00 0.8500 50.6 0.5589
COST 4096 512 2 8 6.00 0.8500 100.6 0.5573
COST 4096 512 2 8 6.00 0.8500 205.5 0.7186
COST 4096 512 2 8 6.00 0.8750 350.9 0.9034
COST 4096 512 2 8 6.00 0.9220 30.1 0.5286
COST 4096 512 2 8 6.00 0.9220 120.8 0.5512
COST 4096 512 2 8 6.00 0.9500 50.6 0.5268
COST 4096 512 2 8 6.00 0.9500 100.6 0.5045
COST 4096 512 2 8 6.00 0.9500 205.5 0.5851
COST 4096 512 2 8 6.00 0.9740 26.9 0.4950
COST 4096 512 2 8 6.00 0.9740 108.2 0.5098
COST 4096 512 2 8 6.00 0.9930 205.5 0.5381
COST 4096 1024 2 4 5.00 0.8500 100.6 1.0511
COST 4096 1024 2 4 5.00 0.8500 410.5 1.0873
COST 4096 1024 2 4 5.00 0.9210 701.5 1.4077
COST 4096 1024 2 4 5.00 0.9500 100.6 1.0527
COST 4096 1024 2 4 5.00 0.9500 410.5 1.7781
COST 4096 1024 2 4 5.00 0.9610 64.5 2.5137
COST 4096 1024 2 4 5.00 0.9610 260.5 2.1554
COST 4096 1024 2 4 5.00 0.9790 34.0 1.8951
COST 4096 1024 2 4 5.00 0.9790 136.2 1.8946
COST 4096 1024 2 4 5.00 0.9870 54.6 1.2781
COST 4096 1024 2 4 5.00 0.9870 221.6 1.7055
COST 4096 1024 2 4 5.00 0.9930 28.0 1.0650
COST 4096 1024 2 4 5.00 0.9930 112.6 1.2395
COST 4096 1024 2 4 5.00 1.0000 208.6 1.2967
COST 4096 1024 2 4 5.50 0.8500 100.6 0.9950
COST 4096 1024 2 4 5.50 0.8500 410.5 1.5263
COST 4096 1024 2 4 5.50 0.9210 701.5 2.1941
COST 4096 1024 2 4 5.50 0.9500 100.6 1.0108
COST 4096 1024 2 4 5.50 0.9500 410.5 1.7887
COST 4096 1024 2 4 5.50 0.9610 64.5 2.1024
COST 4096 1024 2 4 5.50 0.9610 260.5 1.9837
COST 4096 1024 2 4 5.50 0.9790 34.0 1.5118
COST 4096 1024 2 4 5.50 0.9790 136.2 1.5478
COST 4096 1024 2 4 5.50 0.9870 54.6 1.0728
COST 4096 1024 2 4 5.50 0.9870 221.6 1.3572
COST 4096 1024 2 4 5.50 0.9930 28.0 1.0217
COST 4096 1024 2 4 5.50 0.9930 112.6 1.0277
COST 4096 1024 2 4 5.50 1.0000 208.6 1.0346
COST 4096 1024 2 4 6.00 0.8500 100.6 1.0141
COST 4096 1024 2 4 6.00 0.8500 410.5 1.5924
COST 4096 1024 2 4 6.00 0.9210 701.5 1.9553
COST 4096 1024 2 4 6.00 0.9500 100.6 0.9610
COST 4096 1024 2 4 6.00 0.9500 410.5 1.4299
COST 4096 1024 2 4 6.00 0.9610 64.5 1.3631
COST 4096 1024 2 4 6.00 0.9610 260.5 1.7079
COST 4096 1024 2 4 6.00 0.9790 34.0 1.1726
COST 4096 1024 2 4 6.00 0.9790 136.2 1.1928
COST 4096 1024 2 4 6.00 0.9870 54.6 1.0006
COST 4096 1024 2 4 6.00 0.9870 221.6 1.1199
COST 4096 1024 2 4 6.00 0.9930 28.0 0.9425
COST 4096 1024 2 4 6.00 0.9930 112.6 0.9873
COST 4096 1024 2 4 6.00 1.0000 208.6 1.0021
COST 4096 1024 2 8 5.00 0.8500 100.6 1.0000
COST 4096 1024 2 8 5.00 0.8500 410.5 1.0000
COST 4096 1024 2 8 5.00 0.9210 701.5 1.0000
COST 4096 1024 2 8 5.00 0.9500 100.6 1.0000
COST 4096 1024 2 8 5.00 0.9500 410.5 1.0000
COST 4096 1024 2 8 5.00 0.9610 64.5 1.0000
COST 4096 1024 2 8 5.00 0.9610 260.5 1.0000
COST 4096 1024 2 8 5.00 0.9790 34.0 1.0000
COST 4096 1024 2 8 5.00 0.9790 136.2 1.0000
COST 4096 1024 2 8 5.00 0.9870 54.6 1.0000
COST 4096 1024 2 8 5.00 0.9870 221.6 1.0000
COST 4096 1024 2 8 5.00 0.9930 28.0 1.0000
COST 4096 1024 2 8 5.00 0.9930 112.6 1.0000
COST 4096 1024 2 8 5.00 1.0000 208.6 1.0000
COST 4096 1024 2 8 5.50 0.8500 100.6 1.0000
COST 4096 1024 2 8 5.50 0.8500 410.5 1.0000
COST 4096 1024 2 8 5.50 0.9210 701.5 1.0000
COST 4096 1024 2 8 5.50 0.9500 100.6 1.0000
COST 4096 1024 2 8 5.50 0.9500 410.5 1.0000
COST 4096 1024 2 8 5.50 0.9610 64.5 1.0000
COST 4096 1024 2 8 5.50 0.9610 260.5 1.0000
COST 4096 1024 2 8 5.50 0.9790 34.0 1.0000
COST 4096 1024 2 8 5.50 0.9790 136.2 1.0000
COST 4096 1024 2 8 5.50 0.9870 54.6 1.0000
COST 4096 1024 2 8 5.50 0.9870 221.6 1.0000
COST 4096 1024 2 8 5.50 0.9930 28.0 1.0000
COST 4096 1024 2 8 5.50 0.9930 112.6 1.0000
COST 4096 1024 2 8 5.50 1.0000 208.6 1.0000
COST 4096 1024 2 8 6.00 0.8500 100.6 1.0000
COST 4096 1024 2 8 6.00 0.8500 410.5 1.0000
COST 4096 1024 2 8 6.00 0.9210 701.5 1.0000
COST 4096 1024 2 8 6.00 0.9500 100.6 1.0000
COST 4096 1024 2 8 6.00 0.9500 410.5 1.0000
COST 4096 1024 2 8 6.00 0.9610 64.5 1.0000
COST 4096 1024 2 8 6.00 0.9610 260.5 1.0000
COST 4096 1024 2 8 6.00 0.9790 34.0 1.0000
COST 4096 1024 2 8 6.00 0.9790 136.2 1.0000
COST 4096 1024 2 8 6.00 0.9870 54.6 1.0000
COST 4096 1024 2 8 6.00 0.9870 221.6 1.0000
COST 4096 1024 2 8 6.00 0.9930 28.0 1.0000
COST 4096 1024 2 8 6.00 0.9930 112.6 1.0000
COST 4096 1024 2 8 6.00 1.0000 208.6 1.0000
COST 4096 2048 2 4 5.00 1.0000 28.4 2.0086
COST 4096 2048 2 4 5.00 1.0000 35.4 1.6493
COST 4096 2048 2 4 5.00 1.0000 56.1 1.9785
COST 4096 2048 2 4 5.00 1.0000 69.9 1.4597
COST 4096 2048 2 4 5.00 1.0000 111.4 1.7228
COST 4096 2048 2 4 5.00 1.0000 114.1 1.9718
COST 4096 2048 2 4 5.00 1.0000 138.6 0.8577
COST 4096 2048 2 4 5.00 1.0000 142.0 1.4613
COST 4096 2048 2 4 5.00 1.0000 208.6 2.1054
COST 4096 2048 2 4 5.00 1.0000 227.6 1.7607
COST 4096 2048 2 4 5.00 1.0000 282.1 1.1022
COST 4096 2048 2 4 5.00 1.0000 454.1 1.0217
COST 4096 2048 2 4 5.00 1.0000 557.8 0.7205
COST 4096 2048 2 4 5.00 1.0000 820.5 0.7906
COST 4096 2048 2 4 5.50 1.0000 28.4 2.1012
COST 4096 2048 2 4 5.50 1.0000 35.4 1.9811
COST 4096 2048 2 4 5.50 1.0000 56.1 2.1138
COST 4096 2048 2 4 5.50 1.0000 69.9 1.8470
COST 4096 2048 2 4 5.50 1.0000 111.4 2.0982
COST 4096 2048 2 4 5.50 1.0000 114.1 2.0700
COST 4096 2048 2 4 5.50 1.0000 138.6 1.3487
COST 4096 2048 2 4 5.50 1.0000 142.0 1.8131
COST 4096 2048 2 4 5.50 1.0000 208.6 2.1431
COST 4096 2048 2 4 5.50 1.0000 227.6 2.0584
COST 4096 2048 2 4 5.50 1.0000 282.1 1.3448
COST 4096 2048 2 4 5.50 1.0000 454.1 1.4060
COST 4096 2048 2 4 5.50 1.0000 557.8 0.8424
COST 4096 2048 2 4 5.50 1.0000 820.5 0.9635
COST 4096 2048 2 4 6.00 1.0000 28.4 2.0497
COST 4096 2048 2 4 6.00 1.0000 35.4 2.1405
COST 4096 2048 2 4 6.00 1.0000 56.1 2.1531
COST 4096 2048 2 4 6.00 1.0000 69.9 2.0784
COST 4096 2048 2 4 6.00 1.0000 111.4 2.1058
COST 4096 2048 2 4 6.00 1.0000 114.1 2.0631
COST 4096 2048 2 4 6.00 1.0000 138.6 1.9421
COST 4096 2048 2 4 6.00 1.0000 142.0 2.1321
COST 4096 2048 2 4 6.00 1.0000 208.6 2.1649
COST 4096 2048 2 4 6.00 1.0000 227.6 2.1463
COST 4096 2048 2 4 6.00 1.0000 282.1 1.7829
COST 4096 2048 2 4 6.00 1.0000 454.1 1.7464
COST 4096 2048 2 4 6.00 1.0000 557.8 1.0604
COST 4096 2048 2 4 6.00 1.0000 820.5 1.0668
COST 4096 2048 2 8 5.00 1.0000 28.4 1.9699
COST 4096 2048 2 8 5.00 1.0000 35.4 1.6086
COST 4096 2048 2 8 5.00 1.0000 56.1 1.9454
COST 4096 2048 2 8 5.00 1.0000 69.9 1.4910
COST 4096 2048 2 8 5.00 1.0000 111.4 1.7292
COST 4096 2048 2 8 5.00 1.0000 114.1 1.9477
COST 4096 2048 2 8 5.00 1.0000 138.6 0.8622
COST 4096 2048 2 8 5.00 1.0000 142.0 1.4760
COST 4096 2048 2 8 5.00 1.0000 208.6 2.0902
COST 4096 2048 2 8 5.00 1.0000 227.6 1.7799
COST 4096 2048 2 8 5.00 1.0000 282.1 1.1014
COST 4096 2048 2 8 5.00 1.0000 454.1 1.0018
COST 4096 2048 2 8 5.00 1.0000 557.8 0.7220
COST 4096 2048 2 8 5.00 1.0000 820.5 0.8095
COST 4096 2048 2 8 5.50 1.0000 28.4 2.1328
COST 4096 2048 2 8 5.50 1.0000 35.4 2.0082
COST 4096 2048 2 8 5.50 1.0000 56.1 2.1522
COST 4096 2048 2 8 5.50 1.0000 69.9 1.8632
COST 4096 2048 2 8 5.50 1.0000 111.4 2.1648
COST 4096 2048 2 8 5.50 1.0000 114.1 2.0946
COST 4096 2048 2 8 5.50 1.0000 138.6 1.3040
COST 4096 2048 2 8 5.50 1.0000 142.0 1.8150
COST 4096 2048 2 8 5.50 1.0000 208.6 2.1497
COST 4096 2048 2 8 5.50 1.0000 227.6 2.0151
COST 4096 2048 2 8 5.50 1.0000 282.1 1.3363
COST 4096 2048 2 8 5.50 1.0000 454.1 1.3722
COST 4096 2048 2 8 5.50 1.0000 557.8 0.8265
COST 4096 2048 2 8 5.50 1.0000 820.5 0.9675
COST 4096 2048 2 8 6.00 1.0000 28.4 2.0778
COST 4096 2048 2 8 6.00 1.0000 35.4 2.1870
COST 4096 2048 2 8 6.00 1.0000 56.1 2.1672
COST 4096 2048 2 8 6.00 1.0000 69.9 2.0920
COST 4096 2048 2 8 6.00 1.0000 111.4 2.0707
COST 4096 2048 2 8 6.00 1.0000 114.1 2.0923
COST 4096 2048 2 8 6.00 1.0000 138.6 1.8845
COST 4096 2048 2 8 6.00 1.0000 142.0 2.0742
COST 4096 2048 2 8 6.00 1.0000 208.6 2.2718
COST 4096 2048 2 8 6.00 1.0000 227.6 2.1323
COST 4096 2048 2 8 6.00 1.0000 282.1 1.8223
COST 4096 2048 2 8 6.00 1.0000 454.1 1.7635
COST 4096 2048 2 8 6.00 1.0000 557.8 1.0918
COST 4096 2048 2 8 6.00 1.0000 820.5 1.0789
COST 8192 256 2 4 5.00 0.2670 254.0 1.1780
COST 8192 256 2 4 5.00 0.3930 248.2 0.5828
COST 8192 256 2 4 5.00 0.4400 248.2 1.4488
COST 8192 256 2 4 5.00 0.6060 228.0 2.4624
COST 8192 256 2 4 5.00 0.6770 228.0 2.4333
COST 8192 256 2 4 5.00 0.7070 228.0 2.3236
COST 8192 256 2 4 5.00 0.7770 175.6 1.1640
COST 8192 256 2 4 5.00 0.7830 175.6 2.6154
COST 8192 256 2 4 5.00 0.8450 99.4 1.5282
COST 8192 256 2 4 5.00 0.8500 25.6 0.4190
COST 8192 256 2 4 5.00 0.8500 50.6 1.7373
COST 8192 256 2 4 5.00 0.8500 103.0 3.1004
COST 8192 256 2 4 5.00 0.8680 175.6 2.3469
COST 8192 256 2 4 5.00 0.8750 175.6 2.7128
COST 8192 256 2 4 5.00 0.9440 99.4 1.5064
COST 8192 256 2 4 5.00 0.9500 25.6 0.1701
COST 8192 256 2 4 5.00 0.9500 50.6 0.2096
COST 8192 256 2 4 5.00 0.9500 103.0 0.9876
COST 8192 256 2 4 5.50 0.2670 254.0 1.7563
COST 8192 256 2 4 5.50 0.3930 248.2 1.1268
COST 8192 256 2 4 5.50 0.4400 248.2 3.0083
COST 8192 256 2 4 5.50 0.6060 228.0 3.0258
COST 8192 256 2 4 5.50 0.6770 228.0 3.0002
COST 8192 256 2 4 5.50 0.7070 228.0 2.1420
COST 8192 256 2 4 5.50 0.7770 175.6 2.0331
COST 8192 256 2 4 5.50 0.7830 175.6 2.7521
COST 8192 256 2 4 5.50 0.8450 99.4 1.1713
COST 8192 256 2 4 5.50 0.8500 25.6 0.2337
COST 8192 256 2 4 5.50 0.8500 50.6 0.4352
COST 8192 256 2 4 5.50 0.8500 103.0 1.1682
COST 8192 256 2 4 5.50 0.8680 175.6 1.9832
COST 8192 256 2 4 5.50 0.8750 175.6 1.8008
COST 8192 256 2 4 5.50 0.9440 99.4 0.5525
COST 8192 256 2 4 5.50 0.9500 25.6 0.1496
COST 8192 256 2 4 5.50 0.9500 50.6 0.1560
COST 8192 256 2 4 5.50 0.9500 103.0 0.2944
COST 8192 256 2 4 5.75 0.2670 254.0 1.7396
COST 8192 256 2 4 5.75 0.3930 248.2 1.7301
COST 8192 256 2 4 5.75 0.4400 248.2 2.3871
COST 8192 256 2 4 5.75 0.6060 228.0 1.1440
COST 8192 256 2 4 5.75 0.6770 228.0 2.1381
COST 8192 256 2 4 5.75 0.7070 228.0 3.1038
COST 8192 256 2 4 5.75 0.7770 175.6 2.1441
COST 8192 256 2 4 5.75 0.7830 175.6 1.7598
COST 8192 256 2 4 5.75 0.8450 99.4 0.4972
COST 8192 256 2 4 5.75 0.8500 25.6 0.1343
COST 8192 256 2 4 5.75 0.8500 50.6 0.1742
COST 8192 256 2 4 5.75 0.8500 103.0 0.2584
COST 8192 256 2 4 5.75 0.8680 175.6 0.8888
COST 8192 256 2 4 5.75 0.8750 175.6 0.8100
COST 8192 256 2 4 5.75 0.9440 99.4 0.1569
COST 8192 256 2 4 5.75 0.9500 25.6 0.0676
COST 8192 256 2 4 5.75 0.9500 50.6 0.1457
COST 8192 256 2 4 5.75 0.9500 103.0 0.1460
COST 8192 256 2 4 6.00 0.2670 254.0 1.4651
COST 8192 256 2 4 6.00 0.3930 248.2 1.8707
COST 8192 256 2 4 6.00 0.4400 248.2 2.2299
COST 8192 256 2 4 6.00 0.6060 228.0 2.9864
COST 8192 256 2 4 6.00 0.6770 228.0 3.4671
COST 8192 256 2 4 6.00 0.7070 228.0 1.8524
COST 8192 256 2 4 6.00 0.7770 175.6 1.8975
COST 8192 256 2 4 6.00 0.7830 175.6 1.9998
COST 8192 256 2 4 6.00 0.8450 99.4 0.3475
COST 8192 256 2 4 6.00 0.8500 25.6 0.1438
COST 8192 256 2 4 6.00 0.8500 50.6 0.1948
COST 8192 256 2 4 6.00 0.8500 103.0 0.3972
COST 8192 256 2 4 6.00 0.8680 175.6 0.5710
COST 8192 256 2 4 6.00 0.8750 175.6 0.5793
COST 8192 256 2 4 6.00 0.9440 99.4 0.1250
COST 8192 256 2 4 6.00 0.9500 25.6 0.0673
COST 8192 256 2 4 6.00 0.9500 50.6 0.1422
COST 8192 256 2 4 6.00 0.9500 103.0 0.0850
COST 8192 256 2 4 6.50 0.2670 254.0 1.4781
COST 8192 256 2 4 6.50 0.3930 248.2 3.1616
COST 8192 256 2 4 6.50 0.4400 248.2 2.2377
COST 8192 256 2 4 6.50 0.6060 228.0 3.7856
COST 8192 256 2 4 6.50 0.6770 228.0 3.1047
COST 8192 256 2 4 6.50 0.7070 228.0 1.9051
COST 8192 256 2 4 6.50 0.7770 175.6 0.7030
COST 8192 256 2 4 6.50 0.7830 175.6 0.8786
COST 8192 256 2 4 6.50 0.8450 99.4 0.2017
COST 8192 256 2 4 6.50 0.8500 25.6 0.0698
COST 8192 256 2 4 6.50 0.8500 50.6 0.1753
COST 8192 256 2 4 6.50 0.8500 103.0 0.2112
